review_text,rating
unsatisfactory,1
value-for-money,4
nice product,4
wonderful,5
delightful,4
worth every penny,5
delightful,4
just okay,3
terrific purchase,5
awesome,5
worth every penny,5
classy product,5
brilliant,5
waste of money!,1
terrific purchase,5
excellent,5
did not meet expectations,1
nice,3
good quality product,4
decent product,3
very good,4
fabulous!,5
highly recommended,5
fabulous!,5
really nice,4
worth the money,4
good,3
perfect product!,5
super!,5
good,3
good quality product,4
super!,5
not good,2
great product,5
value-for-money,4
simply awesome,5
good choice,4
really nice,4
delightful,4
moderate,2
just wow!,5
terrific purchase,5
pretty good,4
terrible product,1
awesome,5
could be way better,2
just okay,3
simply awesome,5
good quality product,4
classy product,5
worth every penny,5
value-for-money,4
awesome,5
wonderful,4
good choice,4
worth every penny,5
bad quality,2
wonderful,5
unsatisfactory,1
fabulous!,5
really nice,4
fabulous!,5
terrific,5
just okay okay,3
must buy!,5
pretty good,4
expected a better product,2
pretty good,4
does the job,3
nice product,4
bad quality,2
terrific purchase,5
fabulous!,5
fair,3
bad quality,2
decent product,3
terrible product,1
great product,5
not recommended at all,1
awesome,5
value-for-money,4
mind-blowing purchase,5
super!,5
fabulous!,5
must buy!,5
classy product,5
really nice,4
awesome,5
decent product,3
simply awesome,5
really nice,4
decent product,3
does the job,3
decent product,3
absolute rubbish!,1
expected a better product,2
good choice,4
wonderful,4
fabulous!,5
highly recommended,5
nice product,4
worth the money,4
delightful,4
must buy!,5
moderate,2
super!,5
terrific,5
perfect product!,5
pretty good,4
just wow!,5
fair,3
worth every penny,5
delightful,4
must buy!,5
mind-blowing purchase,5
fair,3
worst experience ever!,1
not recommended at all,1
mind-blowing purchase,5
perfect product!,5
awesome,5
fair,3
mind-blowing purchase,5
decent product,3
super!,5
expected a better product,2
value-for-money,4
pretty good,4
terrific purchase,5
awesome,5
worth the money,4
great product,5
pretty good,4
good,3
terrific,5
worth the money,4
highly recommended,5
just wow!,5
worth the money,4
just wow!,5
excellent,5
nice product,4
very good,4
horrible,1
wonderful,4
super!,5
terrific,5
bad quality,2
worth every penny,5
awesome,5
worth every penny,5
don't waste your money,1
unsatisfactory,1
brilliant,5
fabulous!,5
delightful,4
must buy!,5
great product,5
great product,5
terrific purchase,5
does the job,3
perfect product!,5
terrific purchase,5
wonderful,5
excellent,5
terrible product,1
absolute rubbish!,1
great product,5
simply awesome,5
awesome,5
excellent,5
very good,4
brilliant,5
pretty good,4
value-for-money,4
highly recommended,5
worth the money,4
really nice,4
must buy!,5
worth the money,4
did not meet expectations,1
wonderful,5
highly recommended,5
wonderful,4
brilliant,5
super!,5
absolute rubbish!,1
nice,3
value-for-money,4
awesome,5
just wow!,5
great product,5
very poor,1
don't waste your money,1
worst experience ever!,1
worth the money,4
pretty good,4
utterly disappointed,1
value-for-money,4
great product,5
nice,3
very good,4
perfect product!,5
just wow!,5
must buy!,5
wonderful,5
absolute rubbish!,1
must buy!,5
really nice,4
just wow!,5
must buy!,5
simply awesome,5
terrific,5
wonderful,5
don't waste your money,1
classy product,5
worth every penny,5
unsatisfactory,1
terrific,5
good choice,4
good,3
hated it!,1
good choice,4
useless product,1
brilliant,5
delightful,4
does the job,3
useless product,1
super!,5
excellent,5
nice product,4
must buy!,5
good choice,4
wonderful..! i highly recommend.,5
delightful,4
great product,5
terrific,5
fabulous!,5
must buy!,5
simply awesome,5
does the job,3
decent product,3
very good,4
awesome,5
worth every penny,5
awesome,5
worth the money,4
value-for-money,4
just okay,3
must buy!,5
worth every penny,5
fabulous!,5
terrific purchase,5
good quality product,4
value-for-money,4
highly recommended,5
terrific purchase,5
good choice,4
really nice,4
terrific,5
must buy!,5
best in the market!,5
good quality product,4
could be way better,2
nice product,4
nice,3
classy product,5
strong but height is too short for tv base,4
excellent,5
simply awesome,5
terrific,5
perfect product!,5
value-for-money,4
brilliant,5
fabulous!,5
must buy!,5
fabulous!,5
wonderful,5
best in the market!,5
pretty good,4
super!,5
worth the money,4
excellent,5
simply awesome,5
best in the market!,5
fabulous!,5
delightful,4
really nice,4
super!,5
terrific purchase,5
must buy!,5
nice product,4
mind-blowing purchase,5
classy product,5
value-for-money,4
must buy!,5
fabulous!,5
worth every penny,5
good quality product,4
super!,5
highly recommended,5
value-for-money,4
perfect product!,5
worth the money,4
wonderful,5
absolute rubbish!,1
awesome,5
perfect product!,5
nice product,4
very good,4
just wow!,5
wonderful,5
worth every penny,5
classy product,5
perfect product!,5
did not meet expectations,1
just wow!,5
brilliant,5
good choice,4
worst experience ever!,1
awesome,5
not recommended at all | worst product cheap quality,1
awesome,5
nice product,4
mind-blowing purchase,5
terrific,5
absolute rubbish!,1
classy product,5
waste of money!,1
horrible,1
best in the market!,5
worst experience ever!,1
best product and service,5
fabulous!,5
terrific purchase,5
wonderful,4
mind-blowing purchase,5
horrible,1
did not meet expectations,1
great product,5
did not meet expectations,1
awesome,5
perfect product!,5
awesome,5
terrific,5
classy product,5
terrific purchase,5
worth every penny,5
not recommended at all,1
must buy!,5
best in the market!,5
did not meet expectations,1
awesome,5
just wow!,5
wonderful,5
utterly disappointed,1
waste of money!,1
pretty good,4
unsatisfactory,1
slightly disappointed,2
super!,5
super!,5
must buy!,5
absolute rubbish!,1
terrible product,1
did not meet expectations,1
worth the money,4
must buy!,5
brilliant,5
worthless,1
best in the market!,5
very poor,1
fabulous!,5
perfect product!,5
fabulous!,5
expected a better product,2
excellent,5
great deal and awesome service by flipkart,5
awesome,5
good choice,4
simply awesome,5
terrific purchase,5
wonderful,5
horrible,1
good look,5
just wow!,5
terrific purchase,5
waste of money!,1
super!,5
brilliant,5
best in the market!,5
value-for-money,4
highly recommended,5
highly recommended,5
brilliant,5
worth the money,4
worth every penny,5
terrific,5
mind-blowing purchase,5
good choice,4
super!,5
awesome,5
very poor,1
awesome,5
worst experience ever!,1
excellent,5
horrible,1
very poor,1
simply awesome,5
mind-blowing purchase,5
terrific purchase,5
wonderful,5
slightly disappointed,2
unsatisfactory,1
don't waste your money,1
utterly disappointed,1
good,3
excellent,5
mind-blowing purchase,5
classy product,5
must buy!,5
great product,5
wonderful,5
useless product,1
absolute rubbish!,1
mind-blowing purchase,5
hated it!,1
fair,3
utterly disappointed,1
simply awesome,5
terrific,5
decent product,3
awesome,5
awesome,5
classy product,5
awesome,5
unsatisfactory,1
worth every penny,5
fabulous!,5
good,3
super!,5
waste of money!,1
useless product,1
terrific purchase,5
great product,5
must buy!,5
simply awesome,5
mind-blowing purchase,5
awesome,5
wonderful,5
worth the money,4
worth the money,4
value-for-money,4
mind-blowing purchase,5
best in the market!,5
excellent,5
great product,5
unsatisfactory,1
terrible product,1
good quality product,4
terrific purchase,5
good choice,4
terrific,5
really nice,4
value-for-money,4
mind-blowing purchase,5
wonderful,4
perfect product!,5
highly recommended,5
simply awesome,5
perfect product!,5
awesome,5
worth every penny,5
must buy!,5
wonderful,5
simply awesome,5
fabulous!,5
really nice,4
just okay,3
terrific,5
great product,5
pretty good,4
excellent,5
worth the money,4
value-for-money,4
hated it!,1
really nice,4
best in the market!,5
worth every penny,5
perfect product!,5
value-for-money,4
classy product,5
terrific purchase,5
pretty good,4
nice product,4
terrific purchase,5
wonderful,5
excellent,5
mind-blowing purchase,5
just wow!,5
awesome,5
classy product,5
worth the money,4
wonderful,4
wonderful,5
delightful,4
mind-blowing purchase,5
brilliant,5
"good looks, good installation service, but weak material.",4
value-for-money,4
really nice,4
terrific purchase,5
nice product,4
great product,5
awesome,5
brilliant,5
excellent,5
fabulous!,5
awesome,5
awesome,5
super!,5
wonderful,5
really nice,4
simply awesome,5
best in the market!,5
wonderful,5
does the job,3
horrible,1
good,3
terrific purchase,5
wonderful,4
just wow!,5
worth every penny,5
terrific purchase,5
worth every penny,5
wonderful,4
terrific purchase,5
good choice,4
unsatisfactory,1
terrific purchase,5
very good,4
did not meet expectations,1
could be way better,2
worth the money,4
just wow!,5
must buy!,5
bad quality,2
very poor,1
perfect product!,5
unsatisfactory,1
useless product,1
wonderful,4
hated it!,1
terrible product,1
highly recommended,5
worthless,1
terrible product,1
worth the money,4
unsatisfactory,1
worthless,1
very poor,1
worthless,1
best in the market!,5
did not meet expectations,1
not recommended at all,1
don't waste your money,1
worst experience ever!,1
unsatisfactory,1
its awesome !,5
classy product,5
fabulous!,5
very good,4
excellent,5
best in the market!,5
not good,2
absolute rubbish!,1
simply awesome,5
terrible product,1
brilliant,5
classy product,5
awesome,5
simply awesome,5
classy product,5
wonderful,5
good choice,4
brilliant,5
highly recommended,5
terrific,5
best in the market!,5
very good,4
decent product,3
wonderful,4
must buy!,5
just wow!,5
terrific purchase,5
great product,5
terrific purchase,5
nice product,4
mind-blowing purchase,5
perfect product!,5
fabulous!,5
just okay,3
super!,5
really nice,4
good,3
bad quality,2
fabulous!,5
don't waste your money,1
horrible,1
good quality product,4
nice,3
worth the money,4
terrific,5
fabulous!,5
super!,5
brilliant,5
highly recommended,5
great product,5
great product,5
great product,5
worth the money,4
utterly disappointed,1
classy product,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,4
not specified,4
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,3
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,3
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,3
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,4
not specified,4
not specified,3
not specified,3
not specified,5
not specified,4
not specified,3
not specified,5
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,3
not specified,4
not specified,5
not specified,3
not specified,3
not specified,3
not specified,5
not specified,5
not specified,3
not specified,5
not specified,5
not specified,4
not specified,3
not specified,5
not specified,5
not specified,3
not specified,5
not specified,2
not specified,5
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,4
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,4
not specified,5
not specified,3
not specified,5
not specified,3
not specified,5
not specified,5
not specified,4
not specified,4
not specified,4
not specified,3
not specified,5
not specified,3
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,3
not specified,5
not specified,3
not specified,5
not specified,4
not specified,4
not specified,5
not specified,5
not specified,1
not specified,1
not specified,5
not specified,3
not specified,5
not specified,5
not specified,1
not specified,5
not specified,1
not specified,5
not specified,5
not specified,2
not specified,1
not specified,5
not specified,3
not specified,5
not specified,5
not specified,1
not specified,1
not specified,5
not specified,5
not specified,1
not specified,5
not specified,3
not specified,3
not specified,3
not specified,4
not specified,4
not specified,5
not specified,1
not specified,4
not specified,3
not specified,3
not specified,4
not specified,4
not specified,5
not specified,5
not specified,3
not specified,4
not specified,4
not specified,4
not specified,2
not specified,4
not specified,5
not specified,5
not specified,1
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,3
not specified,4
not specified,5
not specified,3
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,4
not specified,5
not specified,3
not specified,2
not specified,3
not specified,5
not specified,5
not specified,4
not specified,5
not specified,1
not specified,4
not specified,4
not specified,5
not specified,4
not specified,3
not specified,3
not specified,5
not specified,4
not specified,5
not specified,4
not specified,4
not specified,3
not specified,5
not specified,4
not specified,3
not specified,5
not specified,4
not specified,5
not specified,5
not specified,4
not specified,2
not specified,5
not specified,5
not specified,5
not specified,3
not specified,4
not specified,5
not specified,4
not specified,4
not specified,3
not specified,5
not specified,5
not specified,3
not specified,4
not specified,4
not specified,1
not specified,5
not specified,3
not specified,5
not specified,3
not specified,4
not specified,4
not specified,5
not specified,1
not specified,4
not specified,5
not specified,1
not specified,5
not specified,1
not specified,5
not specified,3
not specified,5
not specified,5
not specified,3
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,4
not specified,4
not specified,4
not specified,5
not specified,4
not specified,4
not specified,4
not specified,5
not specified,4
not specified,3
not specified,4
not specified,1
not specified,4
not specified,5
not specified,4
not specified,1
not specified,5
not specified,5
not specified,4
not specified,5
not specified,4
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,4
not specified,4
not specified,1
not specified,2
not specified,5
not specified,3
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,4
not specified,1
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,4
not specified,2
not specified,2
not specified,3
not specified,5
not specified,5
not specified,4
not specified,4
not specified,4
not specified,5
not specified,4
not specified,5
not specified,4
not specified,3
not specified,5
not specified,5
not specified,5
not specified,4
not specified,4
not specified,1
not specified,5
not specified,5
not specified,5
not specified,4
not specified,4
not specified,5
not specified,1
not specified,5
not specified,5
not specified,4
not specified,5
not specified,3
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,1
not specified,4
not specified,1
not specified,5
not specified,1
not specified,3
not specified,1
not specified,5
not specified,4
not specified,5
not specified,3
not specified,5
not specified,1
not specified,1
not specified,5
not specified,5
not specified,5
not specified,4
not specified,4
not specified,4
not specified,5
not specified,5
not specified,5
not specified,1
not specified,5
not specified,4
not specified,1
not specified,5
not specified,4
not specified,3
not specified,3
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,4
not specified,5
not specified,1
not specified,3
not specified,4
not specified,5
not specified,4
not specified,2
not specified,5
not specified,4
not specified,4
not specified,4
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,3
not specified,5
not specified,5
not specified,3
not specified,2
not specified,3
not specified,1
not specified,5
not specified,4
not specified,4
not specified,4
not specified,4
not specified,1
not specified,4
not specified,3
not specified,3
not specified,4
not specified,5
not specified,4
not specified,5
not specified,5
not specified,3
not specified,1
not specified,5
not specified,5
not specified,4
not specified,5
not specified,4
not specified,5
not specified,5
not specified,4
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,3
not specified,5
not specified,3
not specified,3
not specified,5
not specified,3
not specified,5
not specified,5
not specified,3
not specified,3
not specified,5
not specified,3
not specified,5
not specified,4
not specified,4
not specified,4
not specified,3
not specified,3
not specified,3
not specified,5
not specified,5
not specified,5
not specified,3
not specified,5
not specified,4
not specified,5
not specified,4
not specified,3
not specified,5
not specified,3
not specified,1
not specified,5
not specified,5
not specified,5
not specified,5
not specified,4
not specified,4
not specified,1
not specified,5
not specified,4
not specified,4
not specified,2
not specified,4
not specified,5
not specified,5
not specified,4
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,1
not specified,5
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,4
not specified,3
not specified,1
not specified,5
not specified,4
not specified,3
not specified,3
not specified,4
not specified,5
not specified,3
not specified,5
not specified,5
not specified,4
not specified,2
not specified,4
not specified,1
not specified,5
not specified,5
not specified,4
not specified,4
not specified,3
not specified,3
not specified,3
not specified,5
not specified,5
not specified,4
not specified,1
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,1
not specified,5
not specified,1
not specified,5
not specified,1
not specified,5
not specified,3
not specified,5
not specified,1
not specified,5
not specified,1
not specified,3
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,4
not specified,5
not specified,4
not specified,5
not specified,1
not specified,5
not specified,1
not specified,3
not specified,5
not specified,3
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,1
not specified,5
not specified,5
not specified,1
not specified,3
not specified,3
not specified,4
not specified,1
not specified,1
not specified,4
not specified,5
not specified,5
not specified,5
not specified,1
not specified,1
not specified,4
not specified,2
not specified,5
not specified,3
not specified,2
not specified,5
not specified,5
not specified,5
not specified,3
not specified,2
not specified,1
not specified,2
not specified,5
not specified,3
not specified,1
not specified,2
not specified,5
not specified,2
not specified,4
not specified,5
not specified,2
not specified,1
not specified,3
not specified,3
not specified,4
not specified,5
not specified,4
not specified,5
not specified,5
not specified,1
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,4
not specified,1
not specified,4
not specified,5
not specified,5
not specified,5
not specified,3
not specified,2
not specified,3
not specified,1
not specified,4
not specified,5
not specified,5
not specified,2
not specified,3
not specified,1
not specified,4
not specified,5
not specified,4
not specified,5
not specified,1
not specified,4
not specified,2
not specified,3
not specified,5
not specified,4
not specified,5
not specified,3
not specified,4
not specified,2
not specified,5
not specified,5
not specified,4
not specified,5
not specified,3
not specified,3
not specified,1
not specified,3
not specified,5
not specified,4
not specified,3
not specified,5
not specified,5
not specified,1
not specified,1
not specified,3
not specified,4
not specified,4
not specified,4
not specified,1
not specified,4
not specified,5
not specified,3
not specified,1
not specified,3
not specified,5
not specified,3
not specified,4
not specified,3
not specified,2
not specified,3
not specified,2
not specified,4
not specified,3
not specified,5
not specified,5
not specified,4
not specified,3
not specified,5
not specified,4
not specified,5
not specified,5
not specified,4
not specified,5
not specified,1
not specified,5
not specified,4
not specified,1
not specified,4
not specified,4
not specified,5
not specified,1
not specified,1
not specified,5
not specified,4
not specified,2
not specified,2
not specified,5
not specified,1
not specified,1
not specified,5
not specified,1
not specified,5
not specified,1
not specified,1
not specified,5
not specified,5
not specified,1
not specified,5
not specified,1
not specified,5
not specified,4
not specified,4
not specified,2
not specified,4
not specified,5
not specified,2
not specified,1
not specified,4
not specified,4
not specified,5
not specified,5
not specified,3
not specified,4
not specified,1
not specified,1
not specified,3
not specified,4
not specified,5
not specified,4
not specified,5
not specified,2
not specified,4
not specified,3
not specified,3
not specified,5
not specified,5
not specified,4
not specified,5
not specified,4
not specified,4
not specified,3
not specified,3
not specified,1
not specified,5
not specified,5
not specified,3
not specified,5
not specified,5
not specified,3
not specified,1
not specified,1
not specified,4
not specified,1
not specified,1
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,1
not specified,5
not specified,4
not specified,5
not specified,3
not specified,3
not specified,5
not specified,5
not specified,5
not specified,5
not specified,4
not specified,4
not specified,4
not specified,5
not specified,4
not specified,3
not specified,4
not specified,5
not specified,3
not specified,1
not specified,5
not specified,5
not specified,1
not specified,5
not specified,3
not specified,5
not specified,5
not specified,3
not specified,5
not specified,3
not specified,1
not specified,2
not specified,3
not specified,3
not specified,5
not specified,1
not specified,4
not specified,2
not specified,2
not specified,5
not specified,1
not specified,3
not specified,5
not specified,3
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,3
not specified,3
not specified,2
not specified,5
not specified,3
not specified,4
not specified,5
not specified,4
not specified,4
not specified,5
not specified,4
not specified,3
not specified,1
not specified,5
not specified,5
not specified,5
not specified,4
not specified,5
not specified,3
not specified,1
not specified,5
not specified,4
not specified,5
not specified,5
not specified,3
not specified,2
not specified,5
not specified,5
not specified,1
not specified,1
not specified,1
not specified,1
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,2
not specified,3
not specified,4
not specified,1
not specified,5
not specified,4
not specified,5
not specified,2
not specified,1
not specified,5
not specified,3
not specified,1
not specified,5
not specified,4
not specified,5
not specified,5
not specified,1
not specified,3
not specified,1
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,1
not specified,5
not specified,1
not specified,2
not specified,4
not specified,1
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,3
not specified,3
not specified,4
not specified,5
not specified,1
not specified,4
not specified,5
not specified,3
not specified,1
not specified,4
not specified,1
not specified,1
not specified,4
not specified,1
not specified,5
not specified,2
not specified,5
not specified,4
not specified,4
not specified,5
not specified,4
not specified,5
not specified,3
not specified,5
not specified,3
not specified,5
not specified,2
not specified,5
not specified,4
not specified,5
not specified,3
not specified,4
not specified,5
not specified,1
not specified,2
not specified,2
not specified,4
not specified,4
not specified,3
not specified,4
not specified,1
not specified,5
not specified,5
not specified,5
not specified,2
not specified,5
not specified,5
not specified,5
not specified,5
not specified,3
not specified,4
not specified,1
not specified,4
not specified,4
not specified,3
not specified,5
not specified,2
not specified,2
not specified,4
not specified,5
not specified,5
not specified,3
not specified,5
not specified,1
not specified,5
not specified,4
not specified,5
not specified,4
not specified,4
not specified,2
not specified,5
not specified,4
not specified,5
not specified,3
not specified,4
not specified,4
not specified,2
not specified,2
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,1
not specified,3
not specified,1
not specified,4
not specified,1
not specified,4
not specified,5
not specified,5
not specified,1
not specified,4
not specified,4
not specified,5
not specified,5
not specified,1
not specified,2
not specified,5
not specified,5
not specified,2
not specified,5
not specified,5
not specified,5
not specified,3
not specified,3
not specified,5
not specified,5
not specified,4
not specified,1
not specified,2
not specified,5
not specified,1
not specified,3
not specified,1
not specified,1
not specified,4
not specified,5
not specified,5
not specified,5
not specified,3
not specified,4
not specified,1
not specified,3
not specified,2
not specified,5
not specified,5
not specified,3
not specified,5
not specified,1
not specified,1
not specified,4
not specified,5
not specified,2
not specified,4
not specified,4
not specified,2
not specified,2
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,4
not specified,3
not specified,3
not specified,5
not specified,4
not specified,4
not specified,2
not specified,5
not specified,1
not specified,5
not specified,5
not specified,1
not specified,4
not specified,4
not specified,1
not specified,5
not specified,5
not specified,5
not specified,5
not specified,3
not specified,1
not specified,1
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,1
not specified,1
not specified,1
not specified,5
not specified,1
not specified,5
not specified,1
not specified,5
not specified,1
not specified,5
not specified,5
not specified,5
not specified,5
not specified,2
not specified,1
not specified,1
not specified,5
not specified,2
not specified,4
not specified,2
not specified,5
not specified,5
not specified,2
not specified,5
not specified,5
not specified,2
not specified,5
not specified,5
not specified,5
not specified,5
not specified,3
not specified,1
not specified,5
not specified,3
not specified,2
not specified,5
not specified,1
not specified,5
not specified,5
not specified,5
not specified,4
not specified,5
not specified,4
not specified,5
not specified,3
not specified,5
not specified,5
not specified,5
not specified,3
not specified,1
not specified,4
not specified,3
not specified,3
not specified,5
not specified,5
not specified,1
not specified,5
not specified,1
not specified,5
not specified,1
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,3
not specified,5
not specified,5
not specified,3
not specified,5
not specified,5
not specified,1
not specified,5
not specified,2
not specified,4
not specified,4
not specified,4
not specified,5
not specified,4
not specified,4
not specified,1
not specified,2
not specified,2
not specified,5
not specified,5
not specified,5
not specified,5
not specified,3
not specified,1
not specified,5
not specified,1
not specified,1
not specified,5
not specified,5
not specified,4
not specified,1
not specified,5
not specified,5
not specified,3
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,4
not specified,1
not specified,2
not specified,5
not specified,3
not specified,4
not specified,3
not specified,1
not specified,1
not specified,5
not specified,4
not specified,3
not specified,2
not specified,3
not specified,1
not specified,5
not specified,4
not specified,5
not specified,5
not specified,1
not specified,5
not specified,5
not specified,5
not specified,5
not specified,3
not specified,5
not specified,5
not specified,4
not specified,5
not specified,4
not specified,4
not specified,3
not specified,5
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,4
not specified,1
not specified,5
not specified,5
not specified,2
not specified,5
not specified,5
not specified,1
not specified,4
not specified,4
not specified,5
not specified,5
not specified,2
not specified,4
not specified,4
not specified,2
not specified,5
not specified,5
not specified,5
not specified,5
not specified,1
not specified,3
not specified,5
not specified,1
not specified,5
not specified,5
not specified,5
not specified,3
not specified,3
not specified,5
not specified,5
not specified,2
not specified,5
not specified,4
not specified,5
not specified,3
not specified,2
not specified,5
not specified,2
not specified,5
not specified,3
not specified,4
not specified,5
not specified,1
not specified,1
not specified,3
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,4
not specified,4
not specified,5
not specified,5
not specified,1
not specified,1
not specified,5
not specified,5
not specified,4
not specified,1
not specified,3
not specified,3
not specified,4
not specified,5
not specified,2
not specified,1
not specified,5
not specified,5
not specified,5
not specified,4
not specified,3
not specified,3
not specified,5
not specified,5
not specified,1
not specified,4
not specified,5
not specified,5
not specified,3
not specified,2
not specified,5
not specified,5
not specified,3
not specified,4
not specified,5
not specified,3
not specified,4
not specified,5
not specified,5
not specified,3
not specified,5
not specified,5
not specified,3
not specified,5
not specified,1
not specified,5
not specified,5
not specified,5
not specified,5
not specified,1
not specified,1
not specified,5
not specified,5
not specified,1
not specified,4
not specified,5
not specified,4
not specified,5
not specified,1
not specified,4
not specified,5
not specified,5
not specified,5
not specified,1
not specified,5
not specified,5
not specified,1
not specified,5
not specified,3
not specified,5
not specified,4
not specified,5
not specified,4
not specified,3
not specified,5
not specified,5
not specified,3
not specified,1
not specified,5
not specified,5
not specified,5
not specified,1
not specified,2
not specified,5
not specified,4
not specified,4
not specified,5
not specified,5
not specified,5
not specified,1
not specified,5
not specified,3
not specified,2
not specified,2
not specified,5
not specified,5
not specified,4
not specified,1
not specified,1
not specified,2
not specified,1
not specified,5
not specified,2
not specified,5
not specified,4
not specified,4
not specified,3
not specified,1
not specified,1
not specified,2
not specified,1
not specified,1
not specified,1
not specified,5
not specified,5
not specified,4
not specified,4
not specified,2
not specified,1
not specified,5
not specified,5
not specified,2
not specified,5
not specified,5
not specified,1
not specified,5
not specified,5
not specified,3
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,4
not specified,1
not specified,4
not specified,5
not specified,3
not specified,4
not specified,5
not specified,1
not specified,1
not specified,1
not specified,1
not specified,1
not specified,3
not specified,3
not specified,4
not specified,5
not specified,5
not specified,1
not specified,4
not specified,4
not specified,1
not specified,4
not specified,2
not specified,4
not specified,4
not specified,5
not specified,3
not specified,5
not specified,4
not specified,4
not specified,5
not specified,1
not specified,5
not specified,3
not specified,2
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,4
not specified,3
not specified,5
not specified,5
not specified,5
not specified,3
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,1
not specified,2
not specified,4
not specified,4
not specified,4
not specified,5
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,1
not specified,4
not specified,1
not specified,1
not specified,1
not specified,1
not specified,1
not specified,1
not specified,2
not specified,1
not specified,5
not specified,1
not specified,2
not specified,2
not specified,1
not specified,2
not specified,1
not specified,5
not specified,5
not specified,4
not specified,5
not specified,5
not specified,1
not specified,3
not specified,1
not specified,5
not specified,1
not specified,1
not specified,1
not specified,5
not specified,1
not specified,1
not specified,3
not specified,5
not specified,4
not specified,4
not specified,5
not specified,3
not specified,1
not specified,4
not specified,5
not specified,1
not specified,3
not specified,4
not specified,5
not specified,4
not specified,5
not specified,5
not specified,4
not specified,1
not specified,1
not specified,5
not specified,1
not specified,5
not specified,4
not specified,4
not specified,3
not specified,5
not specified,2
not specified,5
not specified,3
not specified,5
not specified,5
not specified,5
not specified,5
not specified,1
not specified,3
not specified,5
not specified,5
not specified,4
not specified,3
not specified,1
not specified,4
not specified,5
not specified,1
not specified,5
not specified,5
not specified,3
not specified,5
not specified,3
not specified,2
not specified,1
not specified,5
not specified,5
not specified,5
not specified,4
not specified,3
not specified,4
not specified,5
not specified,5
not specified,5
not specified,5
not specified,5
not specified,1
not specified,2
